Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,language
2,A Bosworth,Building the Metaverse Responsibly,2021.0,Publicado em,,,"https://scholar.google.com/scholar?cites=1435442784297979378&as_sdt=2005&sciodt=0,5&hl=en",449,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:8o16ZZu36xMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,SS Jensen,Avatar-based sense-makings and communication practices in the Metaverse: An empirical study of actors and their use of avatars as personal mediators …,2009.0,… and Communication. Roskilde University. http://hdl …,,,"https://scholar.google.com/scholar?cites=3475487262825907339&as_sdt=2005&sciodt=0,5&hl=en",450,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.15,2,1,13.0,,,"https://scholar.google.com/scholar?q=related:iwQiakBpOzAJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,S Lee,Log in Metaverse: Revolution of Human Space Time,2020.0,"Issue Report, Sept",,,"https://scholar.google.com/scholar?cites=7480817615345956656&as_sdt=2005&sciodt=0,5&hl=en",451,2022-02-14 11:32:39,CITATION,,,,,,,,2,1.0,2,1,2.0,,,"https://scholar.google.com/scholar?q=related:MDcucPwz0WcJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
2,"L Peter, W Mark",The Second Life Herald: The Virtual Tabloid that Witnessed the Dawn of the Metaverse,2007.0,,"MIT Press, Cambridge …",,"https://scholar.google.com/scholar?cites=6648086442368361156&as_sdt=2005&sciodt=0,5&hl=en",452,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,1,2,15.0,,,"https://scholar.google.com/scholar?q=related:xOJ0cWW_QlwJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,JY Kim,Metaverse content innovation ecosystem and conditions for sustainable growth,2021.0,Science&Technology Policy Institute,,,"https://scholar.google.com/scholar?cites=850179316519447615&as_sdt=2005&sciodt=0,5&hl=en",453,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:P6yGfJVxzAsJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,D Baszucki,The Metaverse Is Coming,2021.0,The WIRED World 2021,,,"https://scholar.google.com/scholar?cites=5802585713319108261&as_sdt=2005&sciodt=0,5&hl=en",454,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:pV4kffbshlAJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"J Smart, J Cascio, J Paffendorf",nd Metaverse roadmap overview. Pathways to the 3d web. A Cross-Industry Public Foresight Project,2007.0,Retrieved June,,,"https://scholar.google.com/scholar?cites=1087455596567318298&as_sdt=2005&sciodt=0,5&hl=en",455,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,1,3,15.0,,,"https://scholar.google.com/scholar?q=related:Gs9nfhprFw8J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"J Smart, J Cascio, J Paffendorf",Metaverse roadmap-patways to the 3D web: a cross-industry public foresight,2007.0,,,,"https://scholar.google.com/scholar?cites=16384406951933948642&as_sdt=2005&sciodt=0,5&hl=en",456,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,1,3,15.0,,,"https://scholar.google.com/scholar?q=related:4rJ2gVAbYeMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,K Sang-kyun,Metaverse-Digital Earth,2020.0,"World of Floating, Plan by Design Publishing",,,"https://scholar.google.com/scholar?cites=13040737369723099652&as_sdt=2005&sciodt=0,5&hl=en",457,2022-02-14 11:32:39,CITATION,,,,,,,,2,1.0,2,1,2.0,,,"https://scholar.google.com/scholar?q=related:BNqBg4sB-rQJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",arabic
2,"D Alanah, M John, O Dawn, K Deepak, Z Ilze","Avatars, people, and virtual worlds: foundations for research in metaverse",2009.0,J. Assoc. Inf. Syst,,,"https://scholar.google.com/scholar?cites=3660967990076311432&as_sdt=2005&sciodt=0,5&hl=en",458,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.15,0,5,13.0,,,"https://scholar.google.com/scholar?q=related:iAeThv1ezjIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,R Page,Explainer: What Is The Metaverse,,,,,"https://scholar.google.com/scholar?cites=2968139522736694359&as_sdt=2005&sciodt=0,5&hl=en",459,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.0,2,1,,,,"https://scholar.google.com/scholar?q=related:V6SEiCvzMCkJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,J Kemp,"Livingstone., D.(2006). Putting a Second Life “Metaverse” skin on learning management systems",,Proceedings of the Second Life Education Workshop at …,,,"https://scholar.google.com/scholar?cites=467760556904355684&as_sdt=2005&sciodt=0,5&hl=en",460,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.0,2,1,,,,"https://scholar.google.com/scholar?q=related:ZBc5ir_RfQYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,E Nesbo,The Metaverse vs,2021.0,Virtual Reality,,,"https://scholar.google.com/scholar?cites=6874315534356152223&as_sdt=2005&sciodt=0,5&hl=en",461,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:n38_i455Zl8J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"J Turner, P Pasquier, M Nixon","Qiezli–A “Self-Absorbed” Creative Virtual Agent in Second Life, Metaverse Creativity",2015.0,Intellect,,,"https://scholar.google.com/scholar?cites=10966196925271210684&as_sdt=2005&sciodt=0,5&hl=en",462,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.29,1,3,7.0,,,"https://scholar.google.com/scholar?q=related:vHrFiwDCL5gJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
2,SH Lee,Log In Metaverse: human X Space X time Irevolution,2021.0,"SPRT ISSie Report, IS-II5",,,"https://scholar.google.com/scholar?cites=17414249030687551190&as_sdt=2005&sciodt=0,5&hl=en",463,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:1m5SkDrXq_EJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
2,"P Rosedale, C Ondrejka",Glimpse Inside a Metaverse: The Virtual World of Second Life: Google Talks,2006.0,,,,"https://scholar.google.com/scholar?cites=16935789446310530363&as_sdt=2005&sciodt=0,5&hl=en",464,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,1,2,16.0,,,"https://scholar.google.com/scholar?q=related:Ow0mksUCCOsJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"J Smart, J Cascio, J Paffendorf","Metaverse roadmap: Pathways to the 3D web. Retrieved September, 19, 2009",2007.0,,,,"https://scholar.google.com/scholar?cites=8753307531122954182&as_sdt=2005&sciodt=0,5&hl=en",465,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,1,3,15.0,,,"https://scholar.google.com/scholar?q=related:xs9VktL-eXkJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"S Goossens, C Morgan, C Kuru, F Ji, DJ Cespedes",Protecting Intellectual Property In The Metaverse,2021.0,INTELL. PROP. & TECH. LJ,,,"https://scholar.google.com/scholar?cites=4894429683703045923&as_sdt=2005&sciodt=0,5&hl=en",466,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,0,5,1.0,,,"https://scholar.google.com/scholar?q=related:I18_k92B7EMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,J Burke,Introducing The Metaverse OS Paper [Internet],,,,,"https://scholar.google.com/scholar?cites=9359395328760226439&as_sdt=2005&sciodt=0,5&hl=en",467,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.0,2,1,,,,"https://scholar.google.com/scholar?q=related:hyI0m3ZA44EJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",danish
2,D Brown,Big Tech Wants to Build the 'Metaverse.'What on Earth Does That Mean?,2021.0,The Washington Post,,,"https://scholar.google.com/scholar?cites=5276741030918329415&as_sdt=2005&sciodt=0,5&hl=en",468,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:R5SdnwLAOkkJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"JM Smart, J Cascio, J Paffendorf",Metaverse roadmap overview. CA: Acceleration Studies Foundation,2007.0,,,,"https://scholar.google.com/scholar?cites=8916251800219764514&as_sdt=2005&sciodt=0,5&hl=en",469,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,1,3,15.0,,,"https://scholar.google.com/scholar?q=related:IkcJoMXjvHsJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",romanian
2,MP Bourlakis,"S. & Li, F.(2009) Retail spatial evolution: Paving the way from traditional to Metaverse retailing",,"Electronic Commerce Research Journal, 9 (1)",,,"https://scholar.google.com/scholar?cites=6681308689540431168&as_sdt=2005&sciodt=0,5&hl=en",470,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.0,2,1,,,,"https://scholar.google.com/scholar?q=related:QL3JotrGuFwJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,WJ Au,New World Notes-Wagner James Au reports first-hand from the Metaverse,2015.0,Retrieved March,,,"https://scholar.google.com/scholar?cites=2927213166383077141&as_sdt=2005&sciodt=0,5&hl=en",471,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.29,2,1,7.0,,,"https://scholar.google.com/scholar?q=related:FRccpN2MnygJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,M Kirkpatrick,Metaverse breached: Second Life customer database hacked,2006.0,Retrieved January,,,"https://scholar.google.com/scholar?cites=11573031523497086004&as_sdt=2005&sciodt=0,5&hl=en",472,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,2,1,16.0,,,"https://scholar.google.com/scholar?q=related:NAxxpNqqm6AJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",arabic
2,J Yoon,"Metaverse, beyond the boundaries of virtual and real",2021.0,"Future Horizon Plus, Science & Technology Policy …",,,"https://scholar.google.com/scholar?cites=11845872628148834877&as_sdt=2005&sciodt=0,5&hl=en",473,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:PZJVp2T-ZKQJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,D Terdiman,Name that metaverse,2005.0,Cnet News. com,,,"https://scholar.google.com/scholar?cites=11143956873356433930&as_sdt=2005&sciodt=0,5&hl=en",474,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.12,2,1,17.0,,,"https://scholar.google.com/scholar?q=related:CtqurLtJp5oJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,S Yuri,"Research on the discourse characteristics of Metaverse-Focusing on"" ZEPETO"" used by the digital indigenous generation",2021.0,Collection of papers presented at the conference of the …,,,"https://scholar.google.com/scholar?cites=14914179071109189720&as_sdt=2005&sciodt=0,5&hl=en",475,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:WFAHstjO-c4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"M Zwart, D Lindsay",Governance and the Global Metaverse,2009.0,The Real and the Virtual,"Oxford, UK: Inter-Disciplinary Press",,"https://scholar.google.com/scholar?cites=16214800631264271837&as_sdt=2005&sciodt=0,5&hl=en",476,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.15,1,2,13.0,,,"https://scholar.google.com/scholar?q=related:3V1JskOLBuEJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,U Rauch,a.(2007).“The Arts Metaverse in Open Croquet: Exploring an Open Source 3-D Online Digital World”,2007.0,Proceedings of the NMC Summer Conference,,,"https://scholar.google.com/scholar?cites=7422244093829898196&as_sdt=2005&sciodt=0,5&hl=en",477,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,2,1,15.0,,,"https://scholar.google.com/scholar?q=related:1N_4uK0bAWcJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,SH Choi,"The core of digital transformation,"" Metaverse"" Renaissance",2021.0,"ITP Global ICT"" Rdd PoicyRepori, SPOT"" 202I-II",,,"https://scholar.google.com/scholar?cites=7365067092647434517&as_sdt=2005&sciodt=0,5&hl=en",478,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:FVkrvH_5NWYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,M Ball,"The Metaverse: What It Is, Where to Find it, and Who Will Build It",2020.0,Julkaistu,,,"https://scholar.google.com/scholar?cites=1280021757739058559&as_sdt=2005&sciodt=0,5&hl=en",479,2022-02-14 11:32:39,CITATION,,,,,,,,2,1.0,2,1,2.0,,,"https://scholar.google.com/scholar?q=related:f8XOvgGNwxEJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,C Newton,Mark Zuckerberg is betting Facebook's future on the metaverse,2021.0,The Verge,,,"https://scholar.google.com/scholar?cites=12464987933774903449&as_sdt=2005&sciodt=0,5&hl=en",480,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,,english
2,D Distro,Metaverse Ink. Addons for OpenSim Virtual Worlds,,Recuperado el,,,"https://scholar.google.com/scholar?cites=1630770120361021023&as_sdt=2005&sciodt=0,5&hl=en",481,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.0,2,1,,,,"https://scholar.google.com/scholar?q=related:X45wxsiooRYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",danish
2,M Ball,A Framework for the Metaverse [Internet],,,,,"https://scholar.google.com/scholar?cites=9900748026987663231&as_sdt=2005&sciodt=0,5&hl=en",482,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.0,2,1,,,,"https://scholar.google.com/scholar?q=related:f88_x9-FZokJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,YY Sivan,Virtual Worlds 101 Model 2008: An Intro course From Second Life to the 3D3C Metaverse,2008.0,,,,"https://scholar.google.com/scholar?cites=6029903528873849196&as_sdt=2005&sciodt=0,5&hl=en",483,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.14,2,1,14.0,,,"https://scholar.google.com/scholar?q=related:bHFmzE-FrlMJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,CM Wetzler,Exploring the vast business potential of the metaverse,2007.0,The New York Times,,,"https://scholar.google.com/scholar?cites=7089689608287507719&as_sdt=2005&sciodt=0,5&hl=en",484,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,2,1,15.0,,,"https://scholar.google.com/scholar?q=related:B1XBzSKjY2IJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,DM Ewalt,"Neal Stephenson Talks about Video Games, the Metaverse, and His New Book, REAMDE",2011.0,"Forbes. com, Sep",,,"https://scholar.google.com/scholar?cites=8109701030644901316&as_sdt=2005&sciodt=0,5&hl=en",485,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.18,2,1,11.0,,,"https://scholar.google.com/scholar?q=related:xGU1zh5yi3AJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,S Seong,A study on R&D trends and propects of Metaverse,2008.0,The HCI Society of Korea,,,"https://scholar.google.com/scholar?cites=16841944042570196682&as_sdt=2005&sciodt=0,5&hl=en",486,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.14,2,1,14.0,,,"https://scholar.google.com/scholar?q=related:yiZn0N-auukJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,K Kapp,"The metaverse hype, decline and realism cycle: We've seen it before [Blog post]",2007.0,,,,"https://scholar.google.com/scholar?cites=17406684894306802258&as_sdt=2005&sciodt=0,5&hl=en",487,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,2,1,15.0,,,"https://scholar.google.com/scholar?q=related:UppQ0q_3kPEJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"MR Solomon, NT Wood",Welcome to the metaverse,2008.0,Virtual Social Identity and Consumer Behavior. New …,,,"https://scholar.google.com/scholar?cites=17506107696398416295&as_sdt=2005&sciodt=0,5&hl=en",488,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.14,1,2,14.0,,,"https://scholar.google.com/scholar?q=related:pzmP0zIw8vIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"J Smart, J Cascio, J Paffendorg","Meta verse Roadmap, acceleration studies foundations,[Metaverse Roadmap Summit]",2006.0,"SRI International Menlo Park, Canada",,,"https://scholar.google.com/scholar?cites=7059039459063922129&as_sdt=2005&sciodt=0,5&hl=en",489,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,1,3,16.0,,,"https://scholar.google.com/scholar?q=related:0X341Py-9mEJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",arabic
2,"J Kemp, D Livingstone",Putting a SL “metaverse” skin on learning management systems,2006.0,Proceedings of the SL Education Workshop at the SL …,,,"https://scholar.google.com/scholar?cites=1153801306560375383&as_sdt=2005&sciodt=0,5&hl=en",490,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,1,2,16.0,,,"https://scholar.google.com/scholar?q=related:V6rp2iwgAxAJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
2,"J Kemp, D Livingstone","Putting a second life “metaverse” skin on learning management systems, in 'Second Life Community Convention'",2006.0,,,,"https://scholar.google.com/scholar?cites=16221739619901573809&as_sdt=2005&sciodt=0,5&hl=en",491,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,1,2,16.0,,,"https://scholar.google.com/scholar?q=related:sQod4zwyH-EJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",azerbaijani
2,D Terdiman,"Meet the Metaverse, Your New Digital Home",2007.0,CNET News,,,"https://scholar.google.com/scholar?cites=4175804033536917260&as_sdt=2005&sciodt=0,5&hl=en",492,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,2,1,15.0,,,"https://scholar.google.com/scholar?q=related:DH-c5qRv8zkJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,S Shukis,Tongue-Tied in America's Metaverse: The Nation as Meta-Language and the Myth of Consensus in Neal Stephenson's Snow Crash,2006.0,Tomorrow Through the Past: Neal Stephenson and the …,,,"https://scholar.google.com/scholar?cites=2505548366726400263&as_sdt=2005&sciodt=0,5&hl=en",493,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,2,1,16.0,,,"https://scholar.google.com/scholar?q=related:B4lJ7vZ-xSIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,M Ball,The Metaverse Primer,2021.0,,Jan,,"https://scholar.google.com/scholar?cites=18291066189155930371&as_sdt=2005&sciodt=0,5&hl=en",494,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:AxHM78nr1v0J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,ZDN Korea,Students in Seoul National Medical College study anatomy by the Metaverse technology [Internet],,,,,"https://scholar.google.com/scholar?cites=13745740465077001686&as_sdt=2005&sciodt=0,5&hl=en",495,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.0,2,1,,,,"https://scholar.google.com/scholar?q=related:1p2g-x-uwr4J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"JM Smart, J Cascio, J Paffendorf",Metaverse roadmap: Pathways to the 3rd web (2007),2007.0,,,,"https://scholar.google.com/scholar?cites=16667247485485700051&as_sdt=2005&sciodt=0,5&hl=en",496,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.13,1,3,15.0,,,"https://scholar.google.com/scholar?q=related:09Pl-0f1TecJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,M Davies,Pros and Cons of the Metaverse. Access Date: 15/12/2021,2021.0,,,,"https://scholar.google.com/scholar?cites=11789138997827463568&as_sdt=2005&sciodt=0,5&hl=en",497,2022-02-14 11:32:39,CITATION,,,,,,,,2,2.0,2,1,1.0,,,"https://scholar.google.com/scholar?q=related:kOk1_XRvm6MJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,"H Chen, E Gu, Y Jiang",Metaverse: The New Reality,2018.0,Accessed: Oct,,,"https://scholar.google.com/scholar?cites=18171096087703913660&as_sdt=2005&sciodt=0,5&hl=en",498,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.5,1,3,4.0,,,"https://scholar.google.com/scholar?q=related:vAQV_52zLPwJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
2,J Flower,How to build a metaverse,1995.0,New Scientist,IPC MAGAZINES LTD,,"https://scholar.google.com/scholar?cites=12535963566454020060&as_sdt=2005&sciodt=0,5&hl=en",499,2022-02-14 11:32:39,CITATION,,,,,,,,2,0.07,2,1,27.0,,,"https://scholar.google.com/scholar?q=related:3Be7_3Gw-K0J:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,JP Vergne,The Future of Trust will be Dystopian or Decentralized: Escaping the Metaverse,2021.0,Available at SSRN,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3925635,,500,2022-02-14 11:32:39,CITATION,,,,,,,,0,0.0,0,1,1.0,"… value across the expanding metaverse, which implies a … Besides, by minting its own digital currency, a metaverse can … its virtual worlds within One Metaverse powered by its own digital …",,,english
0,"Y Park, E Ko, S Kim",FASHION BRAND COLLABORATION STRATEGY AND AVATAR IMAGE TYPE IN METAVERSE,2021.0,2021 GFMC/KSMS International Conference,,,,501,2022-02-14 11:32:39,CITATION,,,,,,,,0,0.0,0,3,1.0,,,,english
0,"I Sopiandi, D Susanti",Menganalisis Informasi Metaverse Pada Game Online Roblox Secara Garis Besar,2022.0,JURNAL PETISI (Pendidikan Teknologi …,unimuda.e-journal.id,https://unimuda.e-journal.id/jurnalteknologiinformasi/article/download/2021/900,,502,2022-02-14 11:32:39,PDF,,,,,,,,0,0.0,0,2,1.0,"… metaverse hadir bukan hanya besutan dari pihak facebook … metaverse walpun sebagain ada yang berdiri sendiri … virtual metaverse melalui contoh platform Bernama core, dalam dunia …",https://unimuda.e-journal.id/jurnalteknologiinformasi/article/download/2021/900,"https://scholar.google.com/scholar?q=related:aMMzERw4lZcJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",indonesian
0,"김수빈, 김은주, 이은비, 김동호",3 차원 공간 모델링 기반의 Metaverse platform 초기 구현에 관한 연구,2021.0,한국방송미디어공학회 학술발표대회 …,dbpia.co.kr,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE10604842,,503,2022-02-14 11:32:39,,,,,,,,,0,0.0,0,4,1.0,… A Study on Metaverse Platform based on 3D-Space Reconstruction … 이에 따라 디지털화 의 핵심 기술로 Digital twin과 Metaverse 기술의 중요성이 제고되고 있다. 현재 Metaverse를 사용한 …,,"https://scholar.google.com/scholar?q=related:7BKNFYBOVJkJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",arabic
0,"CS An, E Ko",FASHION CREATOR'S ROLES AND BUSINESS PERFORMANCE IN METAVERSE,2021.0,2021 Global Fashion Management Conference at …,,,,504,2022-02-14 11:32:39,CITATION,,,,,,,,0,0.0,0,2,1.0,,,,english
1,"NGW Ducheneaut, MR Roberts",A guided tour through the Metaverse,2008.0,,… CA: Tutorial session delivered at the …,,"https://scholar.google.com/scholar?cites=4078251207042506494&as_sdt=2005&sciodt=0,5&hl=en",505,2022-02-14 11:32:39,CITATION,,,,,,,,1,0.07,1,2,14.0,,,"https://scholar.google.com/scholar?q=related:_p6ThN3bmDgJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
0,"J Kim, S Kang, J Bae",EFFECTS OF PERSONA SELF-CONGRUENCE ON LUXURY BRAND ATTACHMENT IN THE METAVERSE,2021.0,2021 Global Fashion Management Conference at …,,,,506,2022-02-14 11:32:39,CITATION,,,,,,,,0,0.0,0,3,1.0,,,,english
0,"SH Alexander Sugiharto, MBA Muhammad Yusuf Musa…","NFT & Metaverse: Blockchain, Dunia Virtual & Regulasi",2022.0,,books.google.com,https://books.google.com/books?hl=en&lr=&id=D_5ZEAAAQBAJ&oi=fnd&pg=PT15&dq=metaverse&ots=DLvfnazXzm&sig=0xFWXI9LMITckJpJR-wHiOO09IE,,507,2022-02-14 11:32:39,BOOK,,,,,,,,0,0.0,0,3,1.0,"Buku ini merupakan hasil penelitian selama lebih dari 2 tahun yang menyajikan informasi secara lengkap dengan pendekatan ilmiah tentang sejarah, teknologi sampai dengan …",,"https://scholar.google.com/scholar?q=related:6qnCvxMMegIJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",arabic
1,"J Cascio, J Paffendorf, J Smart",Metaverse roadmap pathways to the 3D web. A cross-industry public foresight project,2007.0,,"Mountain View, CA: Acceleration …",,"https://scholar.google.com/scholar?cites=3834539092858958218&as_sdt=2005&sciodt=0,5&hl=en",508,2022-02-14 11:32:39,CITATION,,,,,,,,1,0.07,0,3,15.0,,,"https://scholar.google.com/scholar?q=related:ivE0G_0ENzUJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
1,C Hackl,More Than A Trend: Entering The Metaverse Will Become A Necessity For Brands,2021.0,,Forbes,,"https://scholar.google.com/scholar?cites=18396083988410701794&as_sdt=2005&sciodt=0,5&hl=en",509,2022-02-14 11:32:39,CITATION,,,,,,,,1,1.0,1,1,1.0,,,,english
2,"ES Grings, D Trein, C Oliveira",The Metaverse: Telepresence in 3D Avatar-Driven Digital-Virtual Worlds,2009.0,@ tic. revista d'innovació …,dialnet.unirioja.es,https://dialnet.unirioja.es/servlet/articulo?codigo=3083273,"https://scholar.google.com/scholar?cites=503902908752504979&as_sdt=2005&sciodt=0,5&hl=en",510,2022-02-14 11:32:39,,,,,,,,,2,0.15,1,3,13.0,"This paper provides a reflection about presence and telepresence concepts in the use of emergent Digital-Virtual Technologies (DVTs), particularly concerning 3D Digital-Virtual Worlds-…",https://dialnet.unirioja.es/descarga/articulo/3083273.pdf,"https://scholar.google.com/scholar?q=related:k6h6lQY5_gYJ:scholar.google.com/&scioq=intitle:metaverse&hl=en&as_sdt=0,5",english
